WB_id,consensus_module,consensus_strength,chemical,logFC,FDR,is_detected,direction
WBGene00011673,1,0.6,PFBA,7.11582430290467,1.56058719081252e-24,True,up
WBGene00015894,1,1.0,PFBA,7.15234939582686,1.27330140203409e-23,True,up
WBGene00015623,1,1.0,PFBA,5.20784135608626,4.72798395158034e-20,True,up
WBGene00018206,1,0.9666666666666667,PFBA,3.47221612352974,6.64076954204591e-20,True,up
WBGene00000988,1,1.0,PFBA,3.16554254423149,4.95249671205643e-16,True,up
WBGene00019515,1,0.9333333333333333,PFBA,3.01762187282559,4.95249671205643e-16,True,up
WBGene00015887,1,1.0,PFBA,1.50766814889944,8.48531405918951e-16,True,up
WBGene00008694,1,0.9333333333333333,PFBA,1.1174674011436,8.48531405918951e-16,True,up
WBGene00010904,1,0.9666666666666667,PFBA,1.56708892039328,2.3296251535162e-13,True,up
WBGene00002855,1,1.0,PFBA,0.702512106473129,4.56517721016233e-13,True,up
WBGene00017874,1,0.6333333333333333,PFBA,0.94245822563211,6.67764001970004e-13,True,up
WBGene00019090,1,0.9666666666666667,PFBA,3.15294477167998,1.83690272971018e-12,True,up
WBGene00020156,1,1.0,PFBA,1.7469491848302,9.296961010129009e-12,True,up
WBGene00008519,1,1.0,PFBA,2.13819619720283,1.8746541695625598e-11,True,up
WBGene00017244,1,0.9666666666666667,PFBA,1.38788767713219,1.27268610663248e-10,True,up
WBGene00000412,1,0.9666666666666667,PFBA,2.22716123330629,2.32741497682673e-10,True,up
WBGene00007122,1,0.5666666666666667,PFBA,0.690083916610641,2.39913911081851e-10,True,up
WBGene00020182,1,0.9333333333333333,PFBA,2.249246413511,1.8313160394143501e-09,True,up
WBGene00015890,1,1.0,PFBA,3.72591694264545,3.86324597190425e-09,True,up
WBGene00016998,1,1.0,PFBA,1.68514628121175,5.42488936471883e-09,True,up
WBGene00007330,1,0.6,PFBA,1.72859689212731,7.0561629870002606e-09,True,up
WBGene00016595,1,1.0,PFBA,2.51284150005477,1.47047392977577e-08,True,up
WBGene00021647,1,0.7,PFBA,0.739627020847372,2.60798713016107e-08,True,up
WBGene00009255,1,1.0,PFBA,4.37797365572037,9.92450297951862e-08,True,up
WBGene00002095,1,1.0,PFBA,1.77385378183504,1.50984971670827e-07,True,up
WBGene00009824,1,1.0,PFBA,1.62702524126779,1.8034246394716e-07,True,up
WBGene00017166,1,0.9333333333333333,PFBA,0.425400655684186,2.82557176580987e-07,True,up
WBGene00003611,1,1.0,PFBA,0.821955791642652,3.69505168119328e-07,True,up
WBGene00013597,1,1.0,PFBA,0.482580431031453,4.54381396721882e-07,True,up
WBGene00015333,1,0.9666666666666667,PFBA,1.38817965693722,6.9504667206462e-07,True,up
WBGene00018424,1,1.0,PFBA,1.48747095893866,1.05765466351035e-06,True,up
WBGene00015449,1,1.0,PFBA,1.45799247412597,1.24709425741883e-06,True,up
WBGene00000372,1,0.9666666666666667,PFBA,4.0917390490437,2.45514077836954e-06,True,up
WBGene00009577,1,0.6333333333333333,PFBA,0.559326149157187,7.3882405350383e-06,True,up
WBGene00015896,1,1.0,PFBA,1.47627103941448,8.76471014791509e-06,True,up
WBGene00020394,1,1.0,PFBA,1.66635094999251,1.07620226270268e-05,True,up
WBGene00219274,1,0.9666666666666667,PFBA,2.13388092708827,1.28719127634929e-05,True,up
WBGene00019604,1,1.0,PFBA,1.37983964967361,1.35241896368618e-05,True,up
WBGene00002260,1,0.9,PFBA,1.73096916966137,1.70998861977423e-05,True,up
WBGene00235113,1,0.9666666666666667,PFBA,-2.1512805468453,3.75972544822152e-05,True,down
WBGene00018708,1,0.9666666666666667,PFBA,-1.34135514821665,4.02994901542167e-05,True,down
WBGene00010471,1,0.9666666666666667,PFBA,-0.35603702494026,6.3659536700107e-05,True,down
WBGene00001684,1,0.9666666666666667,PFBA,0.442866183235823,7.69661343943211e-05,True,up
WBGene00007183,1,0.9666666666666667,PFBA,2.54579532591841,0.0001080382221459,True,up
WBGene00007946,1,0.9666666666666667,PFBA,2.68235547325787,0.0001142451524039,True,up
WBGene00003995,1,0.9666666666666667,PFBA,0.785907398917407,0.0001834172089662,True,up
WBGene00000114,1,1.0,PFBA,0.406869412984995,0.0003932112208939,True,up
WBGene00009256,1,1.0,PFBA,0.460916689300354,0.0004032258060377,True,up
WBGene00014092,1,1.0,PFBA,0.590239452329012,0.0004214059165598,True,up
WBGene00000972,1,1.0,PFBA,1.17008208791492,0.0004262171829909,True,up
WBGene00011830,1,1.0,PFBA,-0.561132249703769,0.0006720266651937,True,down
WBGene00013587,1,1.0,PFBA,0.681075712183492,0.0009217245729348,True,up
WBGene00022252,1,1.0,PFBA,0.503904501594152,0.0010268147369797,True,up
WBGene00006886,1,1.0,PFBA,-0.682221655854841,0.0015218508004859,True,down
WBGene00012688,1,1.0,PFBA,-1.26288544211157,0.0016790827160328,True,down
WBGene00001685,1,0.9,PFBA,0.37715960223647,0.0018552922815884,True,up
WBGene00016450,1,1.0,PFBA,-0.519189388395213,0.0027076062676375,True,down
WBGene00009423,1,0.5666666666666667,PFBA,-1.10164289095062,0.0027999566886487,True,down
WBGene00003571,1,0.6,PFBA,0.826854905310999,0.002848196604804,True,up
